name,address,category,lat,lon,query
Белагропромбанк,"Советская ул., 4, этаж 1",Банк,53.679402,23.829335,отделение банка
Технобанк,"ул. Щорса, 11А, этаж 1",Банк,53.679087,23.851626,отделение банка
Белагропромбанк,"ул. Антонова, 1",Банк,53.67645,23.841191,отделение банка
Белагропромбанк,"просп. Космонавтов, 2Г",Банк,53.676728,23.846288,отделение банка
Статусбанк,"просп. Космонавтов, 81, этаж 1",Банк,53.67191,23.862516,отделение банка
Neo Bank,"ул. Антонова, 5А",Банк,53.675873,23.841504,отделение банка
Беларусбанк,"ул. Фолюш, 15/193, отдел №400/4015",Банк,53.66629,23.777542,отделение банка
Беларусбанк,"ул. Калиновского, 5, отдел 400/4013",Банк,53.690647,23.821556,отделение банка
Банк Решение,"ул. Дзержинского, 30",Банк,53.688808,23.835825,отделение банка
Технобанк,"просп. Космонавтов, 81, этаж 1",Банк,53.672283,23.862638,отделение банка
Банк развития,"Молодёжная ул., 4",Банк,53.677861,23.835946,отделение банка
Беларусбанк,"ул. Соломовой, 70",Банк,53.666743,23.788826,отделение банка
Беларусбанк,"ул. Белуша, 61",Банк,53.669073,23.868199,отделение банка
МТБАНК,"ул. Карла Маркса, 44",Банк,53.677076,23.839805,отделение банка
МТБанк,"ул. Антонова, 31",Банк,53.672868,23.840794,отделение банка
Беларусбанк,"Гродно, ул. Щорса, 26, магазин Градар Справа от входа",,53.68029,23.85705,банкомат
Беларусбанк,"Гродно, просп. Космонавтов, 10Б, Слева от входа в здание банка, отдел 400/4025",,53.675444,23.8528,банкомат
Беларусбанк,"Гродно, просп. Космонавтов, 81, этаж 1",,53.672743,23.863639,банкомат
Атм Белинвестбанк,"Гродно, просп. Космонавтов, 81, этаж 1",,53.672083,23.86258,банкомат
Белагропромбанк,"Гродно, ул. Антонова, 1",,53.676381,23.841133,банкомат
Беларусбанк,"Гродно, ул. Ленина, 32, Гродненский государственный университет",,53.683386,23.839844,банкомат
